stn_code,state,location,type,so2,no2,spm,Date
585,Andhra Pradesh,Visakhapatnam,Industrial Area,4,9,,06-04-2018
585,Andhra Pradesh,Visakhapatnam,Industrial Area,4,9,,07-04-2018
585,Andhra Pradesh,Visakhapatnam,Industrial Area,16,11,,08-04-2018
585,Andhra Pradesh,Visakhapatnam,Industrial Area,4,12,,09-04-2018
585,Andhra Pradesh,Visakhapatnam,Industrial Area,4,10,,10-04-2018
585,Andhra Pradesh,Visakhapatnam,Industrial Area,4,10,,11-04-2018
585,Andhra Pradesh,Visakhapatnam,Industrial Area,7,16,,12-04-2018
585,Andhra Pradesh,Visakhapatnam,Industrial Area,4,10,,13-04-2018
585,Andhra Pradesh,Visakhapatnam,Industrial Area,4,9,,14-04-2018
585,Andhra Pradesh,Visakhapatnam,Industrial Area,4,9,,15-04-2018
585,Andhra Pradesh,Visakhapatnam,Industrial Area,4,11,,16-04-2018
585,Andhra Pradesh,Visakhapatnam,Industrial Area,4,9,,17-04-2018
585,Andhra Pradesh,Visakhapatnam,Industrial Area,4,9,,18-04-2018
585,Andhra Pradesh,Visakhapatnam,Industrial Area,4,9,,19-04-2018
585,Andhra Pradesh,Visakhapatnam,Industrial Area,4,15,,20-04-2018
585,Andhra Pradesh,Visakhapatnam,Industrial Area,4,12,,21-04-2018
585,Andhra Pradesh,Visakhapatnam,Industrial Area,4,9,,22-04-2018
585,Andhra Pradesh,Visakhapatnam,Industrial Area,5,11,,23-04-2018
585,Andhra Pradesh,Visakhapatnam,Industrial Area,4,10,,24-04-2018
579,Andhra Pradesh,Warangal,"Residential, Rural and other Areas",2,13,,25-04-2018
579,Andhra Pradesh,Warangal,"Residential, Rural and other Areas",2,11,,26-04-2018
579,Andhra Pradesh,Warangal,"Residential, Rural and other Areas",2,12,,27-04-2018
579,Andhra Pradesh,Warangal,"Residential, Rural and other Areas",2,11,,28-04-2018
579,Andhra Pradesh,Warangal,"Residential, Rural and other Areas",2,13,,29-04-2018
579,Andhra Pradesh,Warangal,"Residential, Rural and other Areas",2,11,,30-04-2018
579,Andhra Pradesh,Warangal,"Residential, Rural and other Areas",2,9,,01-05-2018
579,Andhra Pradesh,Warangal,"Residential, Rural and other Areas",2,16,,02-05-2018
579,Andhra Pradesh,Warangal,"Residential, Rural and other Areas",2,32,,03-05-2018
579,Andhra Pradesh,Warangal,"Residential, Rural and other Areas",2,16,,04-05-2018
579,Andhra Pradesh,Warangal,"Residential, Rural and other Areas",3,12,,05-05-2018
579,Andhra Pradesh,Warangal,"Residential, Rural and other Areas",3,12,,06-05-2018
