stn_code,state,location,type,so2,no2,spm,Date
465,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",6,10,,30-07-2019
465,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",6,10,,31-07-2019
465,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",6,9,,01-08-2019
465,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",6,10,,02-08-2019
465,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",5,9,,03-08-2019
465,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",5,11,,04-08-2019
465,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",4,9,,05-08-2019
465,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",4,9,,06-08-2019
465,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",4,9,,07-08-2019
465,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",4,9,,08-08-2019
465,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",4,9,,09-08-2019
465,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",4,9,,10-08-2019
465,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",27,13,,11-08-2019
465,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",6,11,,12-08-2019
465,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",5,14,,13-08-2019
465,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",5,12,,14-08-2019
465,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",4,16,,15-08-2019
465,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",5,12,,16-08-2019
465,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",5,14,,17-08-2019
465,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",7,13,,18-08-2019
465,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",5,17,,19-08-2019
465,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",4,18,,20-08-2019
465,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",5,16,,21-08-2019
465,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",4,17,,22-08-2019
465,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",4,15,,23-08-2019
465,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",5,18,,24-08-2019
465,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",6,18,,25-08-2019
465,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",5,16,,26-08-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,13,21,,27-08-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,14,21,,28-08-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,15,23,,29-08-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,15,22,,30-08-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,15,23,,31-08-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,14,23,,01-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,14,23,,02-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,14,23,,03-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,15,21,,04-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,13,22,,05-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,14,22,,06-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,,,,07-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,,,,08-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,,,,09-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,,,,10-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,13,23,,11-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,13,23,,12-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,12,23,,13-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,13,22,,14-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,13,23,,15-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,13,24,,16-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,12,22,,17-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,13,23,,18-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,14,23,,19-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,14,23,,20-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,13,23,,21-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,13,23,,22-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,14,22,,23-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,12,23,,24-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,14,23,,25-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,13,23,,26-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,12,23,,27-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,13,22,,28-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,13,23,,29-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,14,24,,30-09-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,13,23,,01-10-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,14,23,,02-10-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,13,23,,03-10-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,14,22,,04-10-2019
758,Andhra Pradesh,Sangareddy,Industrial Area,14,24,,05-10-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,11,,06-10-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",4,11,,07-10-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",4,12,,08-10-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,11,,09-10-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,12,,10-10-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,12,,11-10-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,9,,12-10-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",4,11,,13-10-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,12,,14-10-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",4,12,,15-10-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,12,,16-10-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",4,12,,17-10-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,13,,18-10-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,12,,19-10-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,12,,20-10-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,13,,21-10-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,12,,22-10-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,12,,23-10-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,12,,24-10-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,12,,25-10-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",4,14,,26-10-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,13,,27-10-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,12,,28-10-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,13,,29-10-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,12,,30-10-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,14,,31-10-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,12,,01-11-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",9,20,,02-11-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,12,,03-11-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",4,11,,04-11-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,12,,05-11-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,12,,06-11-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,13,,07-11-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,12,,08-11-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,12,,09-11-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,13,,10-11-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,13,,11-11-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,12,,12-11-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,12,,13-11-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,13,,14-11-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,12,,15-11-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,12,,16-11-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,11,,17-11-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",4,12,,18-11-2019
756,Andhra Pradesh,Sangareddy,"Residential, Rural and other Areas",5,12,,19-11-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,2,5,,20-11-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,2,5,,21-11-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,2,5,,22-11-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,3,5,,23-11-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,2,5,,24-11-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,2,5,,25-11-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,2,5,,26-11-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,2,5,,27-11-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,2,5,,28-11-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,2,5,,29-11-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,2,5,,30-11-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,2,5,,01-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,2,5,,02-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,3,5,,03-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,2,5,,04-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,2,5,,05-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,2,5,,06-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,2,5,,07-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,2,6,,08-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,2,5,,09-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,2,5,,10-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,2,5,,11-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,2,5,,12-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,2,5,,13-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,2,5,,14-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,2,6,,15-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,2,5,,16-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,4,9,,17-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,6,9,,18-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,4,9,,19-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,8,12,,20-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,5,9,,21-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,4,9,,22-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,5,9,,23-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,6,9,,24-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,4,9,,25-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,4,9,,26-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,5,9,,27-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,6,11,,28-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,6,10,,29-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,4,10,,30-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,6,10,,31-12-2019
751,Andhra Pradesh,Srikakulam,Industrial Area,7,15,,01-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,17,38,,02-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,17,23,,03-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,13,25,,04-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,10,19,,05-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,15,48,,06-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,10,15,,07-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,9,18,,08-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,13,14,,09-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,16,16,,10-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,8,13,,11-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,9,16,,12-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,6,9,,13-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,6,11,,14-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,11,14,,15-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,6,9,,16-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,4,10,,17-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,6,10,,18-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,23,30,,19-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,11,15,,20-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,11,12,,21-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,21,25,,22-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,9,11,,23-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,16,24,,24-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,7,11,,25-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,11,14,,26-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,12,16,,27-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,19,40,,28-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,9,20,,29-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,13,20,,30-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,11,18,,31-01-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,11,18,,01-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,13,21,,02-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,12,18,,03-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,,,,04-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,10,15,,05-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,11,14,,06-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,15,22,,07-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,10,13,,08-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,16,27,,09-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,,,,10-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,21,27,,11-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,18,25,,12-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,17,23,,13-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,16,43,,14-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,20,20,,15-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,21,26,,16-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,50,40,,17-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,26,31,,18-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,25,39,,19-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,23,29,,20-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,19,25,,21-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,26,25,,22-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,21,25,,23-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,25,31,,24-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,23,29,,25-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,15,21,,26-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,19,28,,27-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,20,22,,28-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,17,19,,29-02-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,20,22,,01-03-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,16,23,,02-03-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,26,21,,03-03-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,16,23,,04-03-2020
751,Andhra Pradesh,Srikakulam,Industrial Area,20,31,,05-03-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,06-03-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,07-03-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,08-03-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,09-03-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,10-03-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,11-03-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,12-03-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,13-03-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,14-03-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,15-03-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,16-03-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,17-03-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,18-03-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,19-03-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,20-03-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,21-03-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,22-03-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,23-03-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,24-03-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,25-03-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,26-03-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,27-03-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,28-03-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,29-03-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,30-03-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,31-03-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,01-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,02-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,03-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,04-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,05-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,06-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,07-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,08-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,09-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,10-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,11-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,12-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,13-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,14-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,15-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,16-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,17-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,18-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,19-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,20-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,21-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,22-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,23-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,24-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,25-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,26-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,27-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,28-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,29-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,30-04-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,01-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,02-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,03-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,04-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,05-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,06-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,07-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,08-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,09-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,10-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,11-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,12-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,13-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,14-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,15-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,16-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,17-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,18-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,19-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,20-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,21-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,22-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,23-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,24-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,25-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,26-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,27-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,28-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,29-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,30-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,31-05-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,01-06-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,02-06-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,03-06-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,04-06-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,05-06-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,06-06-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,07-06-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,08-06-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,09-06-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,10-06-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,11-06-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,12-06-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,13-06-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,14-06-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,15-06-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,16-06-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,17-06-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,18-06-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,19-06-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,20-06-2020
389,Andhra Pradesh,Tirupati,Sensitive Area,4,9,,21-06-2020
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,22,,22-06-2020
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,19,,23-06-2020
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,21,,24-06-2020
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,26,,25-06-2020
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,22,,26-06-2020
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,17,,27-06-2020
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,19,,28-06-2020
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,15,,29-06-2020
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,17,,30-06-2020
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,19,,01-07-2020
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,26,,01-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,24,,02-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,27,,03-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,26,,04-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,20,,05-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,25,,06-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,21,,07-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,26,,08-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,22,,09-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,19,,10-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,21,,11-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,26,,12-01-2015
